Sample-id	100-117_208-2	100-117_208	100-117_210-2	100-117_210	100-117_231-2	100-117_231	100-117_236-2	100-117_236	100-117_249-2	100-117_249	100-117_251-2	100-117_251	100-117_255-2	100-117_255	100-117_264-2	100-117_264	100-117_277-2	100-117_277	100-117_279-2	100-117_279	100-117_285-2	100-117_285	100-117_286-2	100-117_286	100-117_287-2	100-117_287	100-117_289-2	100-117_289	100-117_290-2	100-117_290	100-117_291-2	100-117_291	100-117_292-2	100-117_292	100-117_293-2	100-117_293	100-117_295-2	100-117_295	100-117_296-2	100-117_296	100-117_297-2	100-117_297	100-117_153-2	100-117_153	100-117_164-2	100-117_164	100-117_165-2	100-117_165	100-117_167-2	100-117_167	100-117_168-2	100-117_168	100-117_170-2	100-117_170	100-117_171-2	100-117_171	100-117_174-2	100-117_174	100-117_180-2	100-117_180	100-117_113-2	100-117_113	100-117_183-2	100-117_183	100-117_184-2	100-117_184	100-117_124-2	100-117_124	100-117_125-2	100-117_125	100-117_128-2	100-117_128	100-117_71-2	100-117_71	100-117_72-2	100-117_72	100-117_56-2	100-117_56	100-117_57-2	100-117_57	100-117_26-2	100-117_26	100-117_27-2	100-117_27	100-117_29-2	100-117_29	100-117_16-2	100-117_16	100-117_8-2	100-117_8
024ad31b554147d881fa137160d7428d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	133
025b3aa69aaaed4711317753a9125e9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
026371ce46961d81f703ae5e7cb545f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0266f5ab4fd0a50056d133dc9524d5e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
026a7201865e340fc468259cc1429fd4	0	0	42	41	0	0	225	15	112	0	0	0	0	0	37	16	0	0	0	0	0	22	29	0	0	0	64	130	114	0	7	0	21	0	0	0	0	0	0	0	36	8	26	0	9	0	0	12	99	7	0	0	0	150	19	21	0	0	0	0	10	9	19	24	0	0	0	83	67	37	46	39	0	0	0	0	45	75	12	68	0	17	0	0	0	14	0	0	24	28
02722911a5acef018effa209c76bbd0d	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02964417beb1ccee22dd31ab7f4b31c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02a73f93e78ee0bab51fd5b24def97a7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02aaade0e0c17068a8061682592b8986	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
02b171c1d214ffb94239957acdf06416	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
