x
1	1
2	1
3	1
4	2
5	2
6	2
7	1
8	2
9	1
10	2
11	1
12	2
13	2
14	1
15	1
16	2
17	3
18	1
19	2
20	1
21	2
22	2
23	2
24	1
25	4
26	1
27	4
28	2
29	2
30	3
31	2
32	3
33	3
34	2
35	3
36	1
37	4
38	2
39	4
40	1
41	1
42	4
43	1
44	2
45	2
46	2
47	2
48	3
49	1
50	2
51	2
52	1
53	2
54	4
55	2
56	4
57	4
58	1
59	1
60	2
61	4
62	1
63	4
64	1
65	1
66	4
67	2
68	3
69	2
70	1
71	4
72	2
73	1
74	2
75	2
76	4
77	2
78	4
79	2
80	4
81	4
82	2
83	4
84	1
85	2
86	3
87	1
88	4
89	1
90	4
91	3
92	1
93	3
94	2
95	4
96	2
97	2
98	2
99	4
100	2
101	4
102	2
103	2
104	4
105	2
106	1
107	2
108	1
109	3
110	3
111	2
112	2
113	2
114	2
115	4
116	1
117	3
118	2
119	3
120	1
121	2
122	2
123	4
124	1
125	4
126	2
127	1
128	4
129	2
130	1
131	2
132	2
133	3
134	2
135	2
136	3
137	4
138	3
139	4
140	2
141	4
142	4
143	2
144	2
145	2
146	2
147	2
148	4
149	4
150	2
151	2
152	4
153	1
154	4
155	1
156	1
157	2
158	1
159	1
160	1
161	2
162	2
163	4
164	2
165	4
166	2
167	3
168	1
169	4
170	4
171	4
172	1
173	2
174	1
175	1
176	4
177	4
178	3
179	2
180	3
181	2
182	2
183	1
184	2
185	4
186	1
187	2
188	4
189	2
190	2
191	4
192	2
193	1
194	2
195	1
196	1
197	1
198	1
199	2
200	1
201	4
202	2
203	2
204	1
205	3
206	3
207	2
208	4
209	4
210	2
211	1
212	4
213	2
214	4
215	2
216	3
217	4
218	1
219	1
220	4
221	1
222	2
223	2
224	2
225	1
226	2
227	1
228	4
229	2
230	2
231	4
232	1
233	2
234	1
235	1
236	2
237	1
238	3
239	2
240	1
241	3
242	1
243	2
244	1
245	2
246	2
247	2
248	1
249	1
250	4
251	1
252	1
253	2
254	1
255	2
256	2
257	4
258	2
259	1
260	1
261	2
262	4
263	2
264	1
265	3
266	1
267	1
268	3
269	3
270	1
271	3
272	1
273	2
274	4
275	2
276	1
277	1
278	4
279	2
280	1
281	1
282	3
283	2
284	1
285	2
286	1
287	2
288	4
289	1
290	3
291	4
292	4
293	1
294	2
295	2
296	3
297	4
298	2
299	1
300	2
301	4
302	3
303	4
304	2
305	2
306	2
307	3
308	4
309	4
310	2
311	2
312	2
313	4
314	4
315	1
316	1
317	4
318	4
319	4
320	2
321	4
322	1
323	4
324	2
325	3
326	4
327	4
328	4
329	3
330	1
331	2
332	4
333	4
334	2
335	2
336	3
337	1
338	1
339	4
340	1
341	2
342	2
343	1
344	2
345	2
346	4
347	4
348	1
349	1
350	2
351	4
352	2
353	2
354	2
355	4
356	2
357	3
358	2
359	4
360	3
361	1
362	2
363	4
364	2
365	4
366	3
367	1
368	4
369	4
370	2
371	1
372	4
373	3
374	2
375	1
376	4
377	1
378	2
379	4
380	2
381	2
382	4
383	2
384	2
385	2
386	2
387	2
388	4
389	2
390	1
391	1
392	2
393	2
394	2
395	4
396	1
397	2
398	2
399	2
400	2
401	4
402	2
403	2
404	2
405	4
406	4
407	2
408	3
409	2
410	4
411	2
412	2
413	2
414	3
415	4
416	4
417	2
418	2
419	2
420	4
421	4
422	4
423	4
424	4
425	2
426	4
427	4
428	2
429	2
430	4
431	2
432	4
433	3
434	4
435	4
436	3
437	1
438	4
439	1
440	2
441	2
442	4
443	4
444	2
445	2
446	4
447	2
448	1
449	1
450	4
451	2
452	2
453	2
454	2
455	1
456	2
457	2
458	2
459	3
460	2
461	2
462	4
463	1
464	1
465	4
466	1
467	4
468	2
469	2
470	1
471	2
472	1
473	4
474	4
475	4
476	4
477	4
478	2
479	1
480	1
481	2
482	2
483	3
484	2
485	1
486	2
487	2
488	4
489	4
490	1
491	4
492	2
493	2
494	2
495	2
496	3
497	4
498	2
499	4
500	2
501	3
502	4
503	2
504	2
505	2
506	2
507	4
508	3
509	3
510	2
511	1
512	1
513	4
514	1
515	1
516	3
517	4
518	4
519	4
520	2
521	1
522	3
523	2
524	1
525	1
526	2
527	1
528	4
529	1
530	2
531	3
532	4
533	4
534	2
535	2
536	2
537	4
538	3
539	1
540	1
541	1
542	1
543	2
544	2
545	4
546	2
547	2
548	3
549	2
550	2
551	2
552	2
553	2
554	1
555	4
556	2
557	1
558	2
559	2
560	3
561	4
562	4
563	3
564	4
565	4
566	4
567	1
568	4
569	3
570	4
571	1
572	4
573	1
574	2
575	2
576	2
577	4
578	2
579	2
580	2
581	4
582	2
583	2
584	2
585	2
586	1
587	2
588	3
589	2
590	4
591	3
592	2
593	4
594	4
595	2
596	2
597	4
598	1
599	2
600	3
601	2
602	4
