x
603	2
604	1
605	1
606	4
607	3
608	1
609	4
610	2
611	2
612	4
613	2
614	4
615	2
616	2
617	1
618	4
619	4
620	2
621	2
622	2
623	2
624	2
625	2
626	2
627	2
628	4
629	1
630	3
631	2
632	4
633	4
634	4
635	2
636	2
637	2
638	4
639	2
640	2
641	4
642	2
643	2
644	2
645	1
646	2
647	2
648	4
649	4
650	1
651	2
652	2
653	1
654	2
655	2
656	1
657	1
658	2
659	2
660	4
661	2
662	2
663	2
664	4
665	2
666	2
667	4
668	2
669	2
670	4
671	2
672	4
673	2
674	4
675	1
676	2
677	3
678	2
679	2
680	2
681	3
682	3
683	2
684	4
685	2
686	3
687	4
688	1
689	2
690	4
691	4
692	4
693	4
694	3
695	4
696	4
697	4
698	3
699	2
700	2
701	3
702	4
703	4
704	4
705	2
706	4
707	2
708	2
709	4
710	4
711	4
712	2
713	4
714	4
715	4
716	2
717	2
718	2
719	2
720	2
721	4
722	2
723	2
724	2
725	2
726	4
727	3
728	3
729	2
730	2
731	2
732	2
733	1
734	4
735	4
736	4
737	3
738	2
739	2
740	4
741	2
742	2
743	3
744	1
745	2
746	2
747	3
748	2
749	3
750	1
751	2
752	2
753	2
754	4
755	4
756	2
757	4
758	4
759	2
760	2
761	2
762	2
763	4
764	1
765	4
766	3
767	4
768	1
769	2
770	3
771	2
772	2
773	4
774	1
775	4
776	4
777	2
778	3
779	4
780	4
781	4
782	4
783	2
784	4
785	1
786	1
787	4
788	2
789	2
790	1
791	2
792	1
793	1
794	4
795	2
796	2
797	2
798	3
799	4
800	2
801	3
802	1
803	2
804	2
805	3
806	2
807	2
808	3
809	2
810	4
811	2
812	4
813	3
814	2
815	2
816	1
817	1
818	2
819	4
820	3
821	2
822	2
823	2
824	4
825	3
826	3
827	3
828	4
829	3
830	4
831	2
832	1
833	4
834	4
835	2
836	2
837	4
838	4
839	2
840	2
841	4
842	2
843	1
844	1
845	4
846	3
847	3
848	1
849	1
850	4
851	2
852	2
853	4
854	3
855	2
856	3
857	4
858	4
859	3
860	4
861	4
862	2
863	4
864	3
865	3
866	4
867	4
868	1
869	3
870	1
871	4
872	4
873	1
874	1
875	2
876	4
877	2
878	1
879	4
880	2
881	1
882	3
883	3
884	4
885	2
886	3
887	2
888	3
889	2
890	1
891	1
892	1
893	3
894	1
895	3
896	1
897	3
898	3
899	3
900	2
901	1
902	2
903	1
904	4
905	3
906	2
907	3
908	1
909	3
910	2
911	2
912	2
913	4
914	2
915	3
916	2
917	3
918	2
919	1
920	2
921	1
922	3
923	1
924	4
925	4
926	2
927	4
928	4
929	2
930	4
931	2
932	2
933	4
934	3
935	3
936	2
937	3
938	4
939	4
940	4
941	1
942	4
943	4
944	3
945	3
946	4
947	4
948	1
949	2
950	3
951	4
952	3
953	3
954	1
955	4
956	1
957	1
958	4
959	1
960	1
961	1
962	4
963	4
964	1
965	1
966	1
967	4
968	4
969	1
970	3
971	1
972	4
973	4
974	1
975	3
976	3
977	4
978	2
979	4
980	3
981	1
982	2
983	1
984	3
985	1
986	4
987	1
988	1
989	2
990	3
991	2
992	3
993	4
994	4
995	2
996	1
997	1
998	3
999	2
1000	3
1001	4
1002	1
1003	4
1004	1
1005	1
1006	4
1007	2
1008	1
1009	1
1010	1
1011	3
1012	1
1013	4
1014	3
1015	1
1016	4
1017	3
1018	1
1019	1
1020	4
1021	2
1022	3
1023	3
1024	1
1025	4
1026	1
1027	3
1028	1
1029	1
1030	3
1031	4
1032	3
1033	1
1034	4
1035	4
1036	1
1037	4
1038	1
1039	4
1040	4
1041	4
1042	2
1043	1
1044	4
1045	3
1046	4
1047	3
1048	4
1049	1
1050	1
1051	1
1052	1
1053	1
1054	1
1055	4
1056	1
1057	4
1058	3
1059	1
1060	3
1061	4
1062	2
1063	1
1064	4
1065	3
1066	4
1067	3
1068	4
1069	1
1070	1
1071	3
1072	2
1073	4
1074	1
1075	1
1076	1
1077	1
1078	3
1079	4
1080	4
1081	1
1082	4
1083	2
1084	4
1085	1
1086	1
1087	1
1088	1
1089	1
1090	1
1091	1
1092	4
1093	1
1094	1
1095	1
1096	1
1097	4
1098	3
1099	4
1100	1
1101	1
1102	1
1103	1
1104	1
1105	3
1106	1
1107	2
1108	4
1109	1
1110	1
1111	4
1112	1
1113	4
1114	4
1115	3
1116	4
1117	3
1118	3
1119	1
1120	1
1121	4
1122	4
1123	3
1124	3
1125	1
1126	4
1127	4
1128	3
1129	1
1130	1
1131	1
1132	4
1133	3
1134	1
1135	1
1136	2
1137	1
1138	3
1139	1
1140	2
1141	4
1142	1
1143	1
1144	1
1145	4
1146	1
1147	1
1148	3
1149	3
1150	3
1151	1
1152	3
1153	1
1154	1
1155	1
1156	3
1157	1
1158	3
1159	1
1160	1
1161	2
1162	1
1163	4
1164	3
1165	1
1166	4
1167	3
1168	3
1169	3
1170	3
1171	1
1172	1
1173	3
1174	1
1175	1
1176	3
1177	1
1178	1
1179	3
1180	4
1181	3
1182	3
1183	4
1184	1
1185	1
1186	4
1187	1
1188	2
1189	1
1190	1
1191	1
1192	3
1193	3
1194	3
1195	3
1196	1
1197	1
1198	1
1199	3
1200	4
1201	4
1202	2
1203	1
1204	1
1205	3
1206	4
1207	4
1208	4
1209	1
1210	3
1211	3
1212	1
1213	3
1214	1
1215	2
1216	3
1217	3
1218	1
1219	1
1220	1
1221	4
1222	1
1223	2
1224	4
1225	3
1226	3
1227	3
1228	4
1229	1
1230	1
1231	3
1232	1
1233	3
1234	1
1235	1
1236	3
1237	1
1238	1
1239	1
1240	4
1241	1
1242	4
1243	4
1244	4
1245	4
1246	3
1247	1
1248	4
1249	3
1250	1
1251	3
1252	1
1253	2
1254	1
1255	1
1256	4
1257	3
1258	3
1259	4
1260	4
1261	1
1262	1
1263	3
1264	1
1265	3
1266	4
1267	3
1268	4
1269	1
1270	1
1271	3
1272	1
1273	2
1274	1
1275	1
1276	1
1277	1
1278	1
1279	3
1280	4
1281	1
1282	3
1283	3
1284	3
1285	4
1286	1
1287	3
1288	3
1289	4
1290	2
1291	1
1292	1
1293	4
1294	1
1295	1
1296	1
1297	1
1298	2
1299	4
1300	1
1301	1
1302	1
1303	1
1304	3
1305	1
1306	1
1307	1
1308	1
1309	1
1310	4
1311	4
1312	1
1313	3
1314	3
1315	4
1316	3
1317	1
1318	1
1319	4
1320	1
1321	3
1322	3
1323	1
1324	1
1325	1
1326	1
1327	3
1328	3
1329	3
1330	4
1331	1
1332	1
1333	4
1334	1
1335	3
1336	4
1337	1
1338	2
1339	1
1340	3
1341	4
1342	1
1343	1
1344	1
1345	3
1346	1
1347	3
1348	1
1349	4
1350	1
1351	4
1352	1
1353	4
1354	3
1355	1
1356	1
1357	2
1358	1
1359	3
1360	3
1361	1
1362	1
1363	3
1364	1
1365	1
1366	1
1367	3
1368	2
1369	3
1370	3
1371	3
1372	4
1373	1
1374	1
1375	3
1376	4
1377	1
1378	3
1379	4
1380	3
1381	3
1382	4
1383	4
1384	4
1385	3
1386	1
1387	2
1388	1
1389	4
1390	4
1391	4
1392	4
1393	4
1394	3
1395	3
1396	1
1397	4
1398	1
1399	1
1400	1
1401	2
1402	4
1403	4
1404	1
1405	1
1406	3
1407	4
1408	1
1409	3
1410	3
1411	3
1412	1
1413	4
1414	4
1415	4
1416	1
1417	1
1418	3
1419	1
1420	4
1421	1
1422	4
1423	2
1424	1
1425	4
1426	3
1427	1
1428	1
1429	3
1430	1
1431	4
1432	4
1433	4
1434	1
1435	1
1436	1
1437	3
1438	3
1439	1
1440	4
1441	4
1442	1
1443	3
1444	3
1445	3
1446	1
1447	3
1448	3
1449	1
1450	1
1451	4
1452	4
1453	1
1454	4
1455	3
1456	4
1457	3
1458	1
1459	3
1460	4
1461	1
1462	1
1463	1
1464	3
1465	1
1466	3
1467	3
1468	1
1469	1
1470	4
1471	3
1472	1
1473	1
1474	4
1475	4
1476	1
1477	1
1478	3
1479	1
1480	1
1481	2
1482	1
1483	4
1484	1
1485	1
1486	3
1487	3
1488	1
1489	3
1490	1
1491	3
1492	1
1493	1
1494	1
1495	3
1496	1
1497	4
1498	1
1499	4
1500	4
1501	1
1502	3
1503	1
1504	1
1505	1
1506	1
1507	1
1508	1
1509	1
1510	3
1511	1
1512	1
1513	4
1514	4
1515	1
1516	3
1517	4
1518	4
1519	3
1520	3
1521	3
1522	4
1523	1
1524	3
1525	3
1526	4
1527	3
1528	1
1529	4
1530	3
1531	1
1532	4
1533	1
1534	1
1535	1
1536	3
1537	3
1538	1
1539	1
1540	3
1541	1
1542	1
1543	1
1544	3
1545	4
1546	3
1547	1
1548	3
1549	3
1550	3
1551	1
1552	1
1553	3
1554	3
1555	1
1556	4
1557	2
1558	1
1559	3
1560	1
1561	4
1562	1
1563	2
1564	4
1565	4
1566	3
1567	3
1568	1
1569	1
1570	3
1571	1
1572	3
1573	1
1574	2
1575	4
