	Sample.id	Blautia	Bacteroides	Escherichia.Shigella	Streptococcus	Faecalibacterium	Clostridium.sensu.stricto.1	Ruminococcus.torques.group	Parabacteroides	Roseburia	Lachnoclostridium	Phascolarctobacterium	Ruminiclostridium.5	Romboutsia	Alistipes	Butyricicoccus	Subdoligranulum	Dorea	Eubacterium.coprostanoligenes.group	Ruminococcaceae.UCG.002	Ruminococcaceae.UCG.013	Eubacterium.hallii.group	Lachnospiraceae.NK4A136.group	Fusicatenibacter	Lachnospira	Ruminococcus.2	Collinsella	Agathobacter	Ruminococcus.1	Anaerostipes	Christensenellaceae.R.7.group	Erysipelotrichaceae.UCG.003	Eubacterium.eligens.group	Klebsiella	Desulfovibrio	Family.XIII.AD3011.group	Bilophila	Ruminococcaceae.UCG.005	Ruminococcaceae.NK4A214.group	Odoribacter	Coprococcus.3	Bifidobacterium	Ruminococcaceae.UCG.004	Sutterella	Prevotella.9	Eubacterium.ventriosum.group	Butyricimonas	Lactobacillus	Ruminiclostridium.9	Intestinibacter	Fusobacterium	Ruminococcus.gnavus.group	Veillonella	Lachnospiraceae.ND3007.group	Turicibacter	Coprococcus.1	Ruminococcaceae.UCG.014	Enterobacter	Ruminococcaceae.UCG.003	Holdemania	Flavonifractor	Oscillibacter	Marvinbryantia	Lachnospiraceae.UCG.006	Lachnospiraceae.UCG.010	Haemophilus	Actinomyces	Ruminococcus.gauvreauii.group	Terrisporobacter	Eubacterium.brachy.group	Coprococcus.2	Parasutterella	Lachnospiraceae.CAG.56	Family.XIII.UCG.001	Negativibacillus	Akkermansia	Slackia	Erysipelatoclostridium	Clostridium.innocuum.group	Barnesiella	Ruminococcaceae.UCG.010	Holdemanella	Enterococcus	Hungatella	Eubacterium.ruminantium.group	Rothia	Eggerthella	Lachnospiraceae.FCS020.group	Methanobrevibacter	Weissella	Peptococcus	Granulicatella	Tyzzerella.4	Eisenbergiella	Ruminococcaceae.GCA.900066225	Gemella	Prevotella.2	Megamonas	Intestinimonas	Ruminiclostridium.6	Dialister	Anaerotruncus	Lactococcus	Lachnospiraceae.UCG.001	Eubacterium	Candidatus.Soleaferrea	Rhodococcus	Megasphaera	Adlercreutzia	Paraprevotella	Faecalitalea	Lachnospiraceae.GCA.900066575	Cloacibacillus	Eubacterium.xylanophilum.group	Fournierella	Defluviitaleaceae.UCG.011	Staphylococcus	Eubacterium.nodatum.group	Lachnospiraceae.NC2004.group	Alloprevotella	Lachnospiraceae.UCG.004	Mailhella	Allisonella	Catabacter	Moryella	Paeniclostridium	Victivallis	Sellimonas	Raoultibacter	Mogibacterium	Lachnospiraceae.UCG.003	Acinetobacter	Pyramidobacter	Enterorhabdus	Solobacterium	Cellulosilyticum	Olsenella	Epulopiscium	Prevotellaceae.NK3B31.group	Phocea	Senegalimassilia	Parvimonas	Acidaminococcus	Citrobacter	Synergistes	Coprobacillus	Tyzzerella	Corynebacterium.1	Ezakiella	Porphyromonas	Howardella	Atopobium	Ruminococcaceae.CAG.352	Ruminococcaceae.UCG.009	Lachnospiraceae.UCG.008	Eubacterium.fissicatena.group	Peptostreptococcus	Comamonas	Hydrogenoanaerobacterium	Prevotellaceae.UCG.001	Eubacterium.oxidoreducens.group	Bacillus	Oribacterium	Coprobacter	Campylobacter	Pseudomonas	Methanosphaera	Tyzzerella.3	Kluyvera	Oscillospira	Corynebacterium	Prevotella.7	Mitsuokella	Dielma	Prevotella	Prevotellaceae.Ga6A1.group	Angelakisella	Leuconostoc	Oxalobacter	Succinivibrio	Anaerofustis	Shuttleworthia	Peptoniphilus	Sanguibacteroides	Faecalicoccus	Cetobacterium	Catenibacterium	Gordonibacter	Pygmaiobacter	Ruminiclostridium	Enorma	Clostridium.sensu.stricto.13	Chryseobacterium	Ruminococcaceae.UCG.008	Neisseria	Prevotellaceae.UCG.003	Acetanaerobacterium	Peptoclostridium	Anaerococcus	Enhydrobacter	Proteus	Paraclostridium	Anaerofilum	Harryflintia	Sarcina	Cutibacterium	chao1	pielou_e	shannon	LogFB	Group
161	100-117_296	0.010138976	0.061761908	0.391777453	0.010672606	0.003456996	0.027331152	0	0.012644718	0.000208812	0.003712211	0.014338414	0.001299274	0.002366534	0.004083432	0	0.001276072	0.002088119	0.001020858	0.000788845	0	0.001786501	0.000487228	0	0	0.003573003	0	0.000255214	0.003805016	0.000649637	0.001508086	0.000139208	0.003433795	0.056472008	0	9.28E-05	0.00334099	0.000417624	6.96E-05	0	0.001276072	0.001322475	0.001716898	0.00334099	0	0.000162409	0	0.156933714	0.000116007	0.004153036	0.000812046	0.001113663	0.003016171	0	0	0	0.00510429	0.16127236	0	0.001368878	0	9.28E-05	0	0	0	0	0	0	0.000139208	0.000301617	0	0.002204125	0	0	0	0	0	0.000185611	0.000116007	0	0	0	0	0.000626436	0	0	0.001948911	0	0	0	0	0	0.00211132	0.012389504	0	0	0	0	0	0	0	0.000278416	0	0	0	0	0	0	0	0	0	0.000440825	0	0	0	6.96E-05	0	0	0	0	0	0	0	9.28E-05	0	0	0	9.28E-05	0	0	0	6.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0.558881413	3.96105125	2.261843396	100-117
162	100-117_295	0.01953499	0.00873034	0.21741509	0.118258491	0.003100068	0.135810349	0.003191247	0.001139731	0.002826533	0.000250741	0.000410303	0.000455892	0.023227718	0.000661044	0.002302257	0.005105995	0.008821518	0.001025758	0.002279462	0.006131753	0.004536129	0.000113973	0.000547071	0.000319125	0.019329838	0.002347846	0.001869159	0.006245726	0.00182357	0.004444951	0.006086164	0.000433098	0.009482562	0.001025758	0.000501482	0	0	0.00029633	0	0.002666971	0	0.000820606	0	0.001641213	0.000547071	0	0.024732163	0.000547071	0.005197173	0.000387509	0.000478687	0.000364714	0.000843401	0.005014817	0.000136768	0.0144062	0.00843401	0	0	0	0	0.000250741	0	9.12E-05	0.000501482	0.000547071	0.000547071	0.004855254	0.000250741	0	0	0	0.000319125	0	0.00512879	0	0.000569866	0	0.000387509	4.56E-05	0.008958286	0.015773877	0.000341919	0	0	0	0.000410303	0.002256667	0.136995669	0.000957374	0.00059266	0	0	0	0	0	0	0.001686802	0.000205152	0	0	0.021723273	0	0.000319125	0	6.84E-05	0	0	0	9.12E-05	0	9.12E-05	0	0	6.84E-05	0	0	0	0.000569866	0	0	0	0	0	0.053840894	0	0	0	0.000410303	0	0	0	0	0	0.002211078	0	0.003350809	0	0	0.001390472	0	0	0.005881012	0	0	0	0	9.12E-05	0	0	0	0	0	0	0	0	0.000752222	0	0	0	0	0	0	0	0	0	0	0.00148165	0	0	0	0	0	0	0	0	0.000547071	0	0	0	0	0	0	0	0	0.000136768	0	0	0	0	0.001322088	0	0	0	0	0	0	0	0	0.000250741	0	0	0	0	0	279.25	0.675141414	5.481433359	5.618651826	100-117
163	100-117_95	0.010067787	0.034495207	0.073282259	0.070073403	0.000441218	0.157354298	0.00228631	0.008704023	0.000922546	0.005455056	0.007300148	0.000280775	0.022822991	0.019493803	0.000441218	0	0	0.011672215	0.004853395	0	0	0	0	0	0.000721993	0.000401107	0	0	0	0.030203361	0	0.0022462	0	0.003208856	0.0022462	0.001363764	0.01139144	0.008022141	0.001323653	0	0.002045646	0.003650074	0.000401107	0	0.000601661	0.001363764	0.00850347	0	0.001885203	0.000401107	0	0	0	0	0	0	0	0	0	0	0.000280775	0.026232401	0	0	0	0.002085757	0	0.000240664	0.001484096	0	0	0	0.000441218	0	0.017287714	0.000481328	0.000601661	0.000681882	0.002727528	0.002165978	0	0.004251735	0.010388673	0	0	0	0	0	0	0	0.000360996	0	0.00284786	0	0	0	0	0.000280775	0.000360996	0	0.001363764	0	0	0.002005535	0	0	0	0	0	0.001323653	0	0.037784285	0	0.000641771	0.000240664	0	0.000601661	0	0	0	0.000641771	0	0	0	0.315109703	0	0	0.00056155	0	0	0.000280775	0.020616903	0	0.000360996	0	0.000842325	0	0	0	0	0.000842325	0	0	0.006217159	0	0	0.000280775	0	0	0	0	0	0	0	0	0.002647307	0	0.000601661	0	0	0	0	0	0	0.000160443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200554	0	0	0.001403875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228631	0	0	0	0	0	0	0.001965425	0	190	0.702258832	5.315997956	3.398283522	100-117
165	100-117_293	0.06684472	0.003244889	0.0094601	0.397748546	0.015126176	0.141502134	0.024436512	4.99E-05	0.003918828	0.006514739	0.000898585	0.000224646	0.017971695	0.001198113	0.014876569	0.005491351	0.00873624	0	0.001347877	0.013828221	0.015899958	0.005166862	0.01527594	0.000249607	7.49E-05	0.001347877	0.012530265	0	0.006789307	0.000698899	0.002346305	0.001272995	0	0	9.98E-05	0	0	0.000499214	0	0	0.017098071	0.001522602	0	0.00399371	0	0	0	0.000149764	0.006265132	0.020542645	0.003170007	0.040660959	0.000249607	0.000249607	0	0	0	0	7.49E-05	0.002645833	0	0.001672366	0	0.000474253	0.002471108	0.004642688	0	0.001522602	0	0	0	0	0	0.000174725	0	0	0	7.49E-05	0	0	0	7.49E-05	0	0	0.004118513	0.000249607	0	0	0	0	0.000748821	0.000399371	0	0	0.003095125	0	0	0	0	0.000499214	0	0	0	0	0	0	0	0	0	4.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071088036	0	0.001622445	0	0.000549135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98E-05	0.000324489	0	0	7.49E-05	2.50E-05	0.004567806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-05	0	0	0	0	215.1153846	0.70809268	5.48643864	6.789207575	100-117
167	100-117_291	0.005312416	0.00728382	0.135051568	0.003008985	0.091203387	0.009441989	0.007325323	0.002116666	0.015148685	0	0.021291166	0.000788562	0	0.000311274	0.002531698	0.000954575	0.002075162	0.016393783	0.010189047	0	0.00101683	0.003776796	0.000352778	0.014546888	0.000166013	0.000373529	0.067484281	0.002261927	0	0.000622549	0.000415032	0.000954575	0.002137417	0.0006433	0.000249019	0.000166013	0.000933823	0.000456536	0.000166013	0.001743136	0.001162091	0.000435784	0.000539542	0.390338044	0	0.000166013	0	0.000145261	0.000269771	0.08574571	0	0	0	0	0.000352778	0.000518791	0	0.001245097	0	0	0	0	0.000394281	0.001867646	0	0	0.000166013	0	0	0.014069601	0	0	0.000933823	0.000103758	0	0.000103758	0	0	0	0.000747058	0.003486273	0.002697711	0	0.000788562	0	0	0	0	0	0	0	0	0	0	0	0.011662413	0	0.000269771	0	0	0	0.000913071	0	0	0	0	0	0	0	0	0	0	0	8.30E-05	0	0.000498039	0	4.15E-05	0.015646724	0	0	0	0	0	0	0.000311274	0	0	0.000145261	0	0	0	0	0.002116666	0	0	4.15E-05	8.30E-05	0	0.000456536	0	0.00012451	0	0	0	0	0.000311274	0	0	0.000145261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008487414	0	0	0	0	0	0.000166013	0	0	0	0	0	0	0	0	0.001494117	0	0	0	0	0	0	0	0	0.004918135	0	0	0	0	0	0	0	0	0	0	225.375	0.701373549	5.480379447	0.773532877	100-117
168	100-117_290	0.081652126	0.153925845	0.030534351	0.001990185	0.003925845	0.01065976	0.001117775	0.004416576	0.0108506	0.001090513	0.022955289	0.00106325	0.014258451	0.020092694	0.003816794	0.0032988	0.001390403	0.012486369	0.028625954	0.001717557	0.015567067	0.001226827	0.001145038	0.004498364	0.011750273	8.18E-05	0	0.01782988	0.00717012	0.010414395	0	0.00193566	0	0.002044711	0.002235551	0.000463468	0.004498364	0.008669575	0.003571429	0	0.001199564	0	0.000517993	8.18E-05	0.005861505	0.00019084	0.039940022	8.18E-05	0.007524537	0	0.002780807	0.001199564	0.000708833	0.001035987	0.000517993	0.000545256	0.000327154	0.008478735	0.000109051	0.000245365	0.000545256	0.000572519	0.000654308	0.002344602	0.000136314	0.000109051	0	0.001172301	0	0.0032988	0	0.000627045	0.001090513	0	0.116684842	0.000354417	0.000490731	0	0	0.001472192	0.00068157	0.000627045	0	0.006597601	0	0	0	0.002453653	0	0.00019084	0	0.005861505	0	0	0	0.003353326	0	0.010414395	0.000408942	0.000463468	0	0	0.000354417	0	0	0	0	0	0.003353326	0	0	0.000572519	0	0	0	0	0	0.000109051	0.001881134	0	0	0	0.000109051	0	0.000763359	0	0	0	0	0.000463468	0	0	0	0	0.000381679	0.000218103	0.000627045	0.001172301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019084	8.18E-05	0	0	0	0	0.00087241	0	0	0	0	0	0	0	0.000327154	0	0	0.000245365	0	0	0	0	0	0	0	0	0.000627045	0	0	0	0	0.000163577	0	0.177399128	0	0	0	0	0	0.000218103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.1111111	0.714348522	5.796039727	1.714591641	100-117
169	100-117_289	0.074547344	0.057546482	0.012999359	0.043264873	0.012535096	0.113169589	0.010854907	0.016492384	0.001304357	0.000508478	0	0.011053877	0.066301152	0.015099595	0.000619017	0.006698649	0.028452678	0.015519643	0.003139301	0.003493025	0.024650145	0.00196759	0.000353724	0.000331616	0.003802534	0	0.006809188	0.0028519	0.00630071	0.035902991	0.004576305	0.002100237	0	0.003161409	0.013927885	0.000176862	0.004841598	0.002011806	0.002232883	0.000574802	0.00039794	0.005991201	0	0.004222581	0.000221078	0.003957288	0.000596909	0.000420047	0.033537462	0	0	0.000132647	0	0.031547764	0.00324984	0.03818009	0	0	0.000265293	0.00039794	0.007848252	0.002210775	0.000596909	0	0.000154754	0	0.000663233	0.04910132	0	0.002431853	0	0	0.002254991	0	0.000176862	0	0	0.000707448	0.004664736	0.002498176	0	0.000663233	0.000596909	0.003382486	0.002299206	0.001370681	0.000243185	0	0	0	0	0	0	0	0	0.000862202	0	0	0.002763469	0.028850618	0.000552694	0	0	0	0.000176862	0.000110539	0.000221078	0.004885813	0.000552694	0	0	0	0.000176862	0	0	0	0	4.42E-05	0	0	0	0	0	0	0.000773771	0	0	0.001481219	0	0.001105388	0	0.000110539	0.000663233	0	0.00156965	0	0	0	6.63E-05	0	0	0.002299206	0	0	0	0	0	0	0.000375832	0	0	0	0	0	0.000353724	0	0	0	0	0	0	0	0	0.00019897	0	0.007428205	0	0	8.84E-05	0.000110539	0.000132647	0	0.000132647	8.84E-05	0.000817987	0	0	0	0	0	0	4.42E-05	0	0	0	0	0	0	8.84E-05	0	0	0	0	0	0	0	0	0.000110539	0	0	0	0	6.63E-05	0.000287401	0	338.6	0.792114879	6.654461596	2.449939177	100-117
172	100-117_288	0.009991636	0.159029771	0.027352669	0.023735787	0.012274793	0.095983001	0.016976739	0.004272442	0.000339083	0.006532993	0.023554943	0.001378936	0.086488686	0.009358682	0.00020345	0.002170129	0.00020345	0.001039854	0.009426498	0	0.00201189	0.00090422	0	0.000316477	0.009810792	0.009200443	0	0.00488279	0	0.010511563	0	0	0	0.014377105	0.002712661	0.00090422	0.001446753	0.001039854	0.009539526	0.000158239	0.00020345	0.019079051	0.000339083	0.000587743	0	0.001944074	0	0.001333725	0.008996993	0.013111197	0.003752515	0	0	0.019666795	0.001401542	0	0	0.000429505	0.00020345	0.000248661	0.003142166	0	0	0.002170129	0	0.000429505	0.000429505	0.00201189	0.009449104	0	0	0	0.000723376	0	0.129823451	0.001265909	0.001446753	0.000836404	0.000316477	0	6.78E-05	0.002735267	0.009042204	0	0.000678165	0.000339083	0	0	0	0.020706648	0	0.002644845	0.042430545	0.000113028	0.001175487	0	0	9.04E-05	0	0	0	0	0	0.003209983	0	0	0	0	0	0	0	0.000135633	0	0	0.000135633	0	0	0	0.003006533	0	0	0	0.000293872	0.000429505	0	0.000180844	0.000565138	0.000180844	0	0	9.04E-05	0	0	0.001876257	0.000113028	0	0.000610349	0	0	0	0.000813798	0	0.000406899	0.000768587	0.000813798	0	0	0	0.000113028	0	0	0	6.78E-05	0	0	0.000180844	0	0	0	0	0.000226055	0	0.000316477	0	0	0	0	0	0	0	0	0	0	0.000180844	0	0	0	0	0	0	0	0	0	0	0	0	0.00020345	0	0	0	0	0	0	0	0	0	0	0	0	9.04E-05	0	0	0	0	0	278	0.71588979	5.812267017	1.955115416	100-117
174	100-117_150	0.041476477	0.15948512	0.033564603	0.038037855	0.000517315	0.016858377	0.005051427	0.020996896	0.001338933	0.010802751	0.053222567	0.004807985	0.029852109	0.042511107	0.000456454	0	0	0.004199379	0.015854178	0.000547745	0.001156351	0.010315866	0	0.000395594	0.006846814	0.051153308	0	0.001551944	0	0.002647435	0	0.003742925	0.004473252	0.002008399	0.000578175	0.005020997	0.016371493	0.002221411	0.007394559	0	0	0.00426024	0.00325604	0	0.000456454	0.004381961	0.023461749	0.003529913	0.00213012	0.017436553	0.039772381	0	0	0	0.007759722	0	0	0.000973769	0.000669466	0.000821618	0.002069259	0	0	0.000699897	0.000121721	0	0	0.001825817	0.000608606	0	0.000639036	0	0	0.004777555	0.111892155	0	0.001643235	0.011320066	0	0	0	0.000882478	0.003986367	0	0.003043028	0.000882478	0	0	0	6.09E-05	0	0.027204674	0.029152212	0.000639036	0	0	0	0.000699897	0	0	0	0	0	0.000334733	0	0	0	0	0	0.014880409	0.000365163	0.010589739	0	0.000699897	9.13E-05	0	0.000243442	6.09E-05	0	6.09E-05	0	0	9.13E-05	0.000426024	0.004747124	0	0	0	0	0	0	0	0	0	0	0	0.000760757	0	0	0	0.000213012	0	0	0	0.008855213	0.007120687	0	0.000304303	0.000121721	0	0	0	0	0	0.000334733	0	0	0	0	0	0	0	0	0.000121721	0	0	0	0	0.000304303	0	0	0	0.004077658	0.000121721	0	6.09E-05	0	0	0.000273873	0	0	0	0	0	0	0	0	0	0	0	0.000912909	0	0	0	0	0	0	0	0	0.000486885	0	0	0	0	0	223.1	0.793899358	6.193129423	1.676396409	100-117
176	100-117_286	0.096344694	0.0213301	0.00188603	0.045107549	0.001279806	0.201782747	0.008958642	0.000179622	0.000696035	0.000606224	0	0.000157169	0.012955229	0.003884323	0.000291886	0.086622659	0.005366204	0.000785846	6.74E-05	0.000314338	0.018501055	0	0.002155463	0	0.01731106	0.005231488	0.003659796	0.000134716	0.006466388	0.001077731	0	0	0	0	4.49E-05	8.98E-05	0.001526786	6.74E-05	0.000157169	0.001975841	0.006533746	0.003143383	0	0	0	0	0.000426602	0	0.007723742	0.047846783	0.000336791	0	0.000336791	0.008262607	0.000336791	0	0.002312632	8.98E-05	0.000224527	0	0	0.000359244	0	0	0.001212448	0	0	0.046881315	0.000157169	0	0	0	0.000112264	0	0	0	0.000449055	0.001234901	0	0	0.012034667	0	0	0	0.001661503	0.001436975	0	0	0	0	0	0	0.00024698	0	0	0	0	0	0	0	0	0	0	0	4.49E-05	0	0	0	0	0.000179622	0	0	0.001796219	0	0	0.000202075	0	0.000336791	0	4.49E-05	0	0	8.98E-05	0.000157169	0.119920068	0	0	0	0	0	0	0	0	0	0.003996587	0	0.145269208	0	0	0	0	0	0.003727154	0	0.000179622	0	0.000381697	0.002424896	0.001504333	0	0	0	0	0.000112264	0	0	0	0	0	4.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.98E-05	0.000449055	0	0	0	0	0	8.98E-05	0	0.000112264	0	0	0	0	0	0	0	0	0.001414522	0	0	0	0	0	0	6.74E-05	0	0	0	0	0	0	0	224.8823529	0.717401446	5.601007708	4.998066524	100-117
178	100-117_147	0.017358522	0.204739415	0	0.014292816	0.071754081	0.001159997	0.006069268	0.005737841	0.187546607	0.001574281	0.00735355	0.00039357	0.005033557	0.00896926	0.002506421	0.003065706	0.001532853	0.01460353	0.00803712	0	0.000434999	0.01592924	0.011227111	0.017420665	0.003583561	0.001242854	0.012117823	0.005509984	0.002092137	0	0.000600713	0.008679261	0.037244179	0.003314276	6.21E-05	0.000642141	0.000787141	0.000145	0.00186428	0.000704284	0	0.001097854	0.001594995	0.117056094	0.003832132	0.000600713	4.14E-05	0.001449996	0.000579998	0.035400613	0.000683569	4.14E-05	0.000476427	0.000621427	0.001512139	0.005862126	0	0.00294142	0.000124285	0.000455713	0.000289999	0.000165714	0.001304996	0.003376419	0.002692849	8.29E-05	6.21E-05	0.001739995	0	0.002133565	0	0	0.000600713	0	8.29E-05	0	0	0	0.000248571	0.000145	0.006607838	0	0.000145	0.010916397	0.002464993	0	0.000559284	0	0	0.000103571	0.000165714	0.001014997	0	0.000103571	0.000186428	0.047497721	0.000310713	0	0.004888557	0	0	0	0.00749855	0	0	0	0	0	0.00215428	0	0.000207142	0	0.003189991	0	0	0	0	0.000124285	0	0	0	6.21E-05	0	0	0	0.000227856	0	0	0.000165714	8.29E-05	0	0	0.000269285	0	0	0	0	0.004743558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015701384	0	0	0	0.000165714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000807855	0	0	0	0	0	0	0	0	0	0	281.4615385	0.691163565	5.622219098	1.146989122	100-117
180	100-117_146	0.024986408	0.012410467	0.050989292	0.001678368	0.104578871	0.027941281	0.01118124	0.004467768	0.033165497	0.00210387	0.024040848	9.46E-05	0.011583103	0.004089544	0.000756448	0.017611044	0.008108172	0.008273645	0.003805877	0.002765761	0.004633241	0.001725646	0.002056592	0.009006453	0.000614614	0.006098858	0.009833818	0.006547999	0.001276505	0.00047278	0.000401863	0.005224216	0.000354585	0.001441978	0.00115831	0.001087393	0.000118195	9.46E-05	0.0013947	0.000756448	0.051532988	0.001725646	0.008320923	0.456799754	0.000614614	0.000378224	0.001205588	0.000212751	0.001891119	0	0	0.000874642	0.001111032	0.004113183	0.003309458	0.000141834	0.002600288	0.000567336	0.000141834	0	0.000543697	0.000283668	0.002198426	0.00047278	0.000260029	7.09E-05	0.00163109	0.000638253	7.09E-05	0.01070846	0.001512895	0.000378224	0.000780087	0.000212751	0.009952013	7.09E-05	0.000118195	0	0.000330946	0	0.000425502	0.000165473	0	0.000212751	0	0	0.000260029	9.46E-05	7.09E-05	0.000141834	0	0	0	0.000165473	0	0	0.000661892	0	0	0	0	0	0	0	0	9.46E-05	0.000590975	0	0.002032953	0	0.000118195	0	0	0	0	0	0	0	0	0	0	0.000165473	7.09E-05	0	0.000945559	0	0	0	0	0	0.000165473	0	0.000165473	0	0.000141834	7.09E-05	0.002458454	0	0	0.00070917	0	0.001063754	0	0	0	0	0.000260029	0	0	0	0	9.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000685531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212751	0	0.000638253	0.000661892	0	0	0	0	0.000212751	230	0.600542316	4.703981908	0.838260925	100-117
182	100-117_284	0.012054627	0.019302663	0.418326085	0.000127159	0.002136263	0.0270339	0.001551334	0.005722133	0.003967346	0.001475039	0.00373846	0.000254317	0.010630452	0.000661224	0.0010427	0.002695761	0.004043641	0.006841128	0.062663717	0.001958241	0.018717734	0	0	0.019200936	0	0.003458712	0	0.000737519	0	0.045777066	0.001297017	0.004832024	0	0.003128099	0.001983673	0	0.017064673	0.007095445	0.001780219	0.001144427	0	0.006357926	0.000356044	0	0.000712088	0.005747565	0.142061494	0	0.01149513	0	0	0.000635793	0.00119529	0.002619465	0.002899214	0.004552275	0	0	0	0.000254317	0	0.000203454	0	0.000330612	0	0	0	0.000228885	0	0.002339717	0.000178022	0.000534066	0.000127159	0	0.019836728	0.003255258	0.000127159	0.003102668	0.000406907	0.004577707	0.004654002	0.000127159	0.001068132	0	0	0	0	0.006841128	0	0.001297017	0	0.000406907	0.001729356	0.000406907	0	0.001907378	0	0	0	0.001373312	0.000279749	0	0	0	0.000356044	0	0	0	7.63E-05	0	0	0	0	0	0.001729356	0	0	0	0	0	0.000203454	7.63E-05	0	0	0.004654002	0	0	0	0.00150047	0	0	0.000737519	0.001373312	0	0	0	0.00030518	0	0	0.001831083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001144427	0	0	0	0.000228885	0	5.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004196231	0	0	0	0	0.000483202	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483202	0	0	0	0	0	0	0	0	266.6	0.565004841	4.551273573	3.549970238	100-117
183	100-117_145	0.164220288	0.385731353	0.009728623	0.00022757	0.090544462	0.000142231	0.017921147	0.004778973	0.063150708	0.009529499	0.032343403	0	0.00045514	0.01271548	0.000881834	0.01652728	0.010325994	0	0.00045514	0	0.002844627	0.005717699	0	0	0	0	0.012601695	0	0.005262559	0	0	0	0	0.005461683	0.000113785	0.000824942	0.000312909	0	0.002503271	0	0	0.000881834	0	0	0.001137851	0.001080958	0.000170678	0.000426694	0	0	0.000768049	0	0.0038118	0.000341355	0	0	0	0.000369801	0.001137851	0.001365421	0	0	0.001877453	0.000483587	0	0	0	0	0.000113785	0	0.011918985	0	0	0	0	0	0.000739603	0	0	0	0	0	0	0	0	0.000597372	0	0	0	0	0	0	0	0	0	0	0.093076179	0	0	0	0	0	0	0.000483587	0	5.69E-05	0	0	0	0.000341355	0	0.001166297	0	0	0	0	0	0	0	8.53E-05	0	0	0	0	0	0	0.000341355	0	0	0	0	0	0	5.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.125	0.710944208	5.159597852	1.253359523	100-117
185	100-117_283	0.071936143	0.004940134	0.052467634	0.006156916	0.091672345	0.089384795	0.022194101	0.008906843	0.007203349	0	0.011875791	0.00172783	0.032123041	0.004915799	0.000876083	0.026598851	0.018787112	0.032098705	0.023362212	0.000900419	0.066484961	0.001922515	0.004940134	0	0.051688893	0.018008371	0.003431325	0.009052857	0.00781174	0.013676628	0.001192446	0.00552419	0	0.000170349	0.001411467	0	0.016499562	0.00077874	0.000243356	0.00440475	0.001581816	0.001435803	0	0.044923586	0	0.006570622	0.001800837	0.000267692	0.004283072	0	0	0	0	0.000292028	0.00306629	0.009904604	0	0.001241117	0.000146014	9.73E-05	0	0.003163633	0	0	0	0	0.001289789	0.001435803	0	0.061642169	0	0	0	0.000219021	7.30E-05	0.000243356	0	0	0.000462377	0.000243356	0.029713813	0	0	0.000267692	4.87E-05	0	0.000632727	0	0	0.002798598	0	0	0	0.000146014	0	0.004429086	4.87E-05	0	0.000438041	0	0	0	0	0	0	0	0	0.000511048	0	0	0	0	0	0.000608391	0.000170349	7.30E-05	0	0	0.000803076	0	0	0	0	0.000170349	0.008347124	0	0	0	0.000827412	0.000876083	0	0	0.002263214	0	0	0	0	0	0	0.001995522	0	0	0	0	0	0	0	0	0	0.008298452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.75	0.816863215	6.760461587	3.000153242	100-117
