OOB	100-117	20-85
1	0.265232974910394	0.5	0.170854271356784
2	0.262931034482759	0.433823529411765	0.192073170731707
3	0.271453590192644	0.447058823529412	0.197007481296758
4	0.269170579029734	0.421052631578947	0.204899777282851
5	0.275037369207773	0.467661691542289	0.192307692307692
6	0.256521739130435	0.414285714285714	0.1875
7	0.238429172510519	0.382075471698113	0.177644710578842
8	0.252413793103448	0.389908256880734	0.193293885601578
9	0.236016371077763	0.374429223744292	0.17704280155642
10	0.239455782312925	0.397260273972603	0.172480620155039
11	0.23202170963365	0.378995433789954	0.16988416988417
12	0.219676549865229	0.361990950226244	0.159309021113244
13	0.219380888290713	0.375565610859729	0.153256704980843
14	0.224764468371467	0.402714932126697	0.149425287356322
15	0.221774193548387	0.407239819004525	0.1434034416826
16	0.208053691275168	0.375565610859729	0.137404580152672
17	0.193288590604027	0.361990950226244	0.122137404580153
18	0.190348525469169	0.36036036036036	0.118320610687023
19	0.184738955823293	0.355855855855856	0.112380952380952
20	0.184738955823293	0.346846846846847	0.116190476190476
21	0.184738955823293	0.364864864864865	0.108571428571429
22	0.190093708165997	0.355855855855856	0.12
23	0.184738955823293	0.351351351351351	0.114285714285714
24	0.178045515394913	0.355855855855856	0.102857142857143
25	0.179384203480589	0.355855855855856	0.104761904761905
26	0.187416331994645	0.364864864864865	0.112380952380952
27	0.180722891566265	0.36036036036036	0.104761904761905
28	0.179384203480589	0.355855855855856	0.104761904761905
29	0.183400267737617	0.373873873873874	0.102857142857143
30	0.184738955823293	0.369369369369369	0.106666666666667
31	0.168674698795181	0.364864864864865	0.0857142857142857
32	0.174029451137885	0.369369369369369	0.0914285714285714
33	0.174029451137885	0.355855855855856	0.0971428571428571
34	0.172690763052209	0.369369369369369	0.0895238095238095
35	0.164658634538153	0.36036036036036	0.0819047619047619
36	0.165997322623829	0.351351351351351	0.0876190476190476
37	0.168674698795181	0.36036036036036	0.0876190476190476
38	0.165997322623829	0.337837837837838	0.0933333333333333
39	0.165997322623829	0.351351351351351	0.0876190476190476
40	0.163319946452477	0.351351351351351	0.0838095238095238
41	0.165997322623829	0.355855855855856	0.0857142857142857
42	0.165997322623829	0.355855855855856	0.0857142857142857
43	0.159303882195448	0.346846846846847	0.08
44	0.157965194109772	0.346846846846847	0.0780952380952381
45	0.153949129852744	0.324324324324324	0.0819047619047619
46	0.153949129852744	0.328828828828829	0.08
47	0.14859437751004	0.333333333333333	0.0704761904761905
48	0.149933065595716	0.324324324324324	0.0761904761904762
49	0.151271753681392	0.333333333333333	0.0742857142857143
50	0.149933065595716	0.328828828828829	0.0742857142857143
51	0.149933065595716	0.333333333333333	0.0723809523809524
52	0.151271753681392	0.333333333333333	0.0742857142857143
53	0.157965194109772	0.346846846846847	0.0780952380952381
54	0.152610441767068	0.342342342342342	0.0723809523809524
55	0.15528781793842	0.342342342342342	0.0761904761904762
56	0.15528781793842	0.337837837837838	0.0780952380952381
57	0.152610441767068	0.346846846846847	0.0704761904761905
58	0.151271753681392	0.342342342342342	0.0704761904761905
59	0.15528781793842	0.337837837837838	0.0780952380952381
60	0.151271753681392	0.342342342342342	0.0704761904761905
61	0.15528781793842	0.346846846846847	0.0742857142857143
62	0.156626506024096	0.351351351351351	0.0742857142857143
63	0.156626506024096	0.342342342342342	0.0780952380952381
64	0.15528781793842	0.351351351351351	0.0723809523809524
65	0.152610441767068	0.337837837837838	0.0742857142857143
66	0.152610441767068	0.337837837837838	0.0742857142857143
67	0.152610441767068	0.333333333333333	0.0761904761904762
68	0.152610441767068	0.337837837837838	0.0742857142857143
69	0.153949129852744	0.337837837837838	0.0761904761904762
70	0.149933065595716	0.333333333333333	0.0723809523809524
71	0.151271753681392	0.333333333333333	0.0742857142857143
72	0.153949129852744	0.333333333333333	0.0780952380952381
73	0.159303882195448	0.342342342342342	0.0819047619047619
74	0.153949129852744	0.342342342342342	0.0742857142857143
75	0.153949129852744	0.337837837837838	0.0761904761904762
76	0.149933065595716	0.328828828828829	0.0742857142857143
77	0.147255689424364	0.333333333333333	0.0685714285714286
78	0.14859437751004	0.333333333333333	0.0704761904761905
79	0.145917001338688	0.337837837837838	0.0647619047619048
80	0.145917001338688	0.337837837837838	0.0647619047619048
81	0.147255689424364	0.342342342342342	0.0647619047619048
82	0.147255689424364	0.337837837837838	0.0666666666666667
83	0.145917001338688	0.333333333333333	0.0666666666666667
84	0.145917001338688	0.337837837837838	0.0647619047619048
85	0.149933065595716	0.346846846846847	0.0666666666666667
86	0.151271753681392	0.355855855855856	0.0647619047619048
87	0.147255689424364	0.342342342342342	0.0647619047619048
88	0.14859437751004	0.337837837837838	0.0685714285714286
89	0.151271753681392	0.342342342342342	0.0704761904761905
90	0.151271753681392	0.346846846846847	0.0685714285714286
91	0.151271753681392	0.342342342342342	0.0704761904761905
92	0.149933065595716	0.337837837837838	0.0704761904761905
93	0.149933065595716	0.337837837837838	0.0704761904761905
94	0.151271753681392	0.342342342342342	0.0704761904761905
95	0.149933065595716	0.342342342342342	0.0685714285714286
96	0.149933065595716	0.342342342342342	0.0685714285714286
97	0.145917001338688	0.337837837837838	0.0647619047619048
98	0.147255689424364	0.337837837837838	0.0666666666666667
99	0.145917001338688	0.337837837837838	0.0647619047619048
100	0.14190093708166	0.337837837837838	0.0590476190476191
101	0.145917001338688	0.342342342342342	0.0628571428571429
102	0.143239625167336	0.333333333333333	0.0628571428571429
103	0.140562248995984	0.333333333333333	0.0590476190476191
104	0.139223560910308	0.328828828828829	0.0590476190476191
105	0.14190093708166	0.337837837837838	0.0590476190476191
106	0.144578313253012	0.333333333333333	0.0647619047619048
107	0.143239625167336	0.328828828828829	0.0647619047619048
108	0.143239625167336	0.333333333333333	0.0628571428571429
109	0.144578313253012	0.333333333333333	0.0647619047619048
110	0.14190093708166	0.333333333333333	0.060952380952381
111	0.140562248995984	0.324324324324324	0.0628571428571429
112	0.143239625167336	0.328828828828829	0.0647619047619048
113	0.143239625167336	0.328828828828829	0.0647619047619048
114	0.145917001338688	0.337837837837838	0.0647619047619048
115	0.144578313253012	0.333333333333333	0.0647619047619048
116	0.14859437751004	0.333333333333333	0.0704761904761905
117	0.14190093708166	0.328828828828829	0.0628571428571429
118	0.143239625167336	0.324324324324324	0.0666666666666667
119	0.145917001338688	0.324324324324324	0.0704761904761905
120	0.147255689424364	0.333333333333333	0.0685714285714286
121	0.144578313253012	0.324324324324324	0.0685714285714286
122	0.14859437751004	0.328828828828829	0.0723809523809524
123	0.149933065595716	0.333333333333333	0.0723809523809524
124	0.144578313253012	0.324324324324324	0.0685714285714286
125	0.147255689424364	0.328828828828829	0.0704761904761905
126	0.14190093708166	0.328828828828829	0.0628571428571429
127	0.145917001338688	0.337837837837838	0.0647619047619048
128	0.147255689424364	0.333333333333333	0.0685714285714286
129	0.14859437751004	0.337837837837838	0.0685714285714286
130	0.149933065595716	0.333333333333333	0.0723809523809524
131	0.147255689424364	0.337837837837838	0.0666666666666667
132	0.147255689424364	0.337837837837838	0.0666666666666667
133	0.145917001338688	0.328828828828829	0.0685714285714286
134	0.144578313253012	0.333333333333333	0.0647619047619048
135	0.147255689424364	0.333333333333333	0.0685714285714286
